ParameterName,DB_Menucode,KP_Menucode,Result,DB_DefaultValue,KP_DefaultValue,Result,DB_MinValue,KP_MinValue,Result,DB_MaxValue,KP_MaxValue,Result,DB_Unit,KP_Unit,Result,DB_Info,KP_Info,Result
Fan Stop on door open,Fdt,Fdt,True,0,0,True,0,0,True,999,999,True,Sec,Sec,True,"Fan stop time on door open
The delay with wich the fan will be stopped after the door has been opened.
""0"": fan stop immediately when door open.
""1-998"": delay for fan stop after door open.
""999"": fan keep running all the time during door open.","Fan stop time on door open
The delay with wich the fan will be stopped after the door has been opened.
""0"": fan stop immediately when door open.
""1-998"": delay for fan stop after door open.
""999"": fan keep running all the time during door open.",True
Cabinet Light Control Source,CLC,CLC,True,on.png,on,False,0,,False,2,,False,,,True,"Cabinet Light Source Control
This parameter can be set to one of these alternatives to control the light
in the cabinet:
""on"": always ON.
""oFF"": always OFF.
""dor"": door sensor only.","Cabinet Light Source Control
This parameter can be set to one of these alternatives to control the light
in the cabinet:
""on"": always ON.
""oFF"": always OFF.
""dor"": door sensor only.",True
Light off delay,Lod,Lod,True,0,0,True,0,0,True,300,300,True,Sec,Sec,True,"Light OFF delay
Number of seconds the light will stay ON after the door has been closed.","Light OFF delay
Number of seconds the light will stay ON after the door has been closed.",True
Pull-down Initiate Temperature,Pit,Pit,True,50,50.00,False,-40,-40.00,False,50,50.00,False,°C,°C,True,"Pull Down Initiate Temperature
This parameter indicates the temperature which causes a pull
down to start. If the temperature measured inside the cabinet
exceeds this value for longer than one hour, then pull down will
start. The compressor will have already cut-in, so the only effect
is to stop defrost cycles until the desired temperature is reached.
The period of one hour is fixed and cannot be altered.","Pull Down Initiate Temperature
This parameter indicates the temperature which causes a pull
down to start. If the temperature measured inside the cabinet
exceeds this value for longer than one hour, then pull down will
start. The compressor will have already cut-in, so the only effect
is to stop defrost cycles until the desired temperature is reached.
The period of one hour is fixed and cannot be altered.",True
Pull-down Cycling,PCy,PCy,True,30,30,True,0,0,True,360,360,True,min,min,True,"Pull Down Cycling
This is the duration in minutes of the compressor cycling at the reduced
set point temperature. Once the desired pull down limit temperature
""PLt"" has been reached during pull down, the compressor will continue to
cycle ON/OFF for the duration of ""PCy"". At the end of the period defined by
""PCy"", the set point temperature will return to normal and pull down will
cease.","Pull Down Cycling
This is the duration in minutes of the compressor cycling at the reduced
set point temperature. Once the desired pull down limit temperature
""PLt"" has been reached during pull down, the compressor will continue to
cycle ON/OFF for the duration of ""PCy"". At the end of the period defined by
""PCy"", the set point temperature will return to normal and pull down will
cease.",True
Pull-down defrost Interval,Pdi,Pdi,True,15,15,True,0,0,True,48,48,True,hour,hour,True,"Pull Down Defrost Interval
Even though most applications do not need Defrost during pull down, an
extended defrost during pull down can be applied. This is the time
between defrost cycles during pull down. It is measured in hours and can
be up to 48 hours. During pull down, this setting overrides the defrost
interval and defrost time settings (see the defrost section).","Pull Down Defrost Interval
Even though most applications do not need Defrost during pull down, an
extended defrost during pull down can be applied. This is the time
between defrost cycles during pull down. It is measured in hours and can
be up to 48 hours. During pull down, this setting overrides the defrost
interval and defrost time settings (see the defrost section).",True
Pull-down duration,Pdd,Pdd,True,24,24,True,0,0,True,48,48,True,hour,hour,True,"Pull Down Duration
You can choose to limit the maximum pull down time. Once this time
value (max. 48 hours) is reached, pull down will stop regardless of
whether the desired pull-down temperature has been reached.","Pull Down Duration
You can choose to limit the maximum pull down time. Once this time
value (max. 48 hours) is reached, pull down will stop regardless of
whether the desired pull-down temperature has been reached.",True
Pull-down limit temp,PLt,PLt,True,0,0.00,False,-55,-55.00,False,55,55.00,False,°C,°C,True,"Pull Down Limit Temperature
This parameter sets the minimum allowed temperature during pull-down.
In order to protect valuable contents you must always specify the absolute
minimum temperature allowed in your application.
For glass door merchandisers 0°C/32°F protects bottles from freezing;
for commercial fridges you may opt for a slightly higher temperature
(e.g. 2°C)","Pull Down Limit Temperature
This parameter sets the minimum allowed temperature during pull-down.
In order to protect valuable contents you must always specify the absolute
minimum temperature allowed in your application.
For glass door merchandisers 0°C/32°F protects bottles from freezing;
for commercial fridges you may opt for a slightly higher temperature
(e.g. 2°C)",True
Pull-down reduction temp Delta T,Prt,Prt,True,0.1,0.10,False,0,0.00,False,10,10.00,False,K,K,True,"Pull Down Reduction Temperature Ät
The controller calculates a lower set point during pull down mode to
increase the cooling capacity of your appliance. For each hour the
cabinet temperature is above the pull down initiate temperature,
the set point is reduced with the value of ""Prt"".","Pull Down Reduction Temperature Ät
The controller calculates a lower set point during pull down mode to
increase the cooling capacity of your appliance. For each hour the
cabinet temperature is above the pull down initiate temperature,
the set point is reduced with the value of ""Prt"".",True
Def. type,dFt,dFt,True,no.png,no,False,0,,False,3,,False,,,True,"Defrost Type
""no"": defrost function is disabled.
""EL"": electrical or time defrost.
""Hgd"": hot gas defrost (contact Danfoss for details).
""nat"": OFF-cycle defrost (natural defrost).","Defrost Type
""no"": defrost function is disabled.
""EL"": electrical or time defrost.
""Hgd"": hot gas defrost (contact Danfoss for details).
""nat"": OFF-cycle defrost (natural defrost).",True
Adaptive defrost,Add,Add,True,No,No,True,0,,False,1,,False,,,True,"Adaptive defrost
""no"": defrost controlled by time.
""yES"": automatic defrost control activated.","Adaptive defrost
""no"": defrost controlled by time.
""yES"": automatic defrost control activated.",True
Def terminate temp,dtt,dtt,True,6,6.00,False,0,0.00,False,25,25.00,False,°C,°C,True,"Terminate Temperature
This parameter defines at what temperature the defrost cycle will stop.
The temperature is given by the evaporator sensor or by the cabinet
temperature sensor if no evaporator sensor is used.","Terminate Temperature
This parameter defines at what temperature the defrost cycle will stop.
The temperature is given by the evaporator sensor or by the cabinet
temperature sensor if no evaporator sensor is used.",True
Def reset temp,drt,drt,True,5,5.00,False,0,0.00,False,200,200.00,False,°C,°C,True,"Defrost reset temperature
The defrost counter is saved and restored at power-up, but if the
temperature sensor, used for defrost, is higher than this value at
power-up, it is assumed that the evaporator is free of ice and the
defrost counter will be cleared.","Defrost reset temperature
The defrost counter is saved and restored at power-up, but if the
temperature sensor, used for defrost, is higher than this value at
power-up, it is assumed that the evaporator is free of ice and the
defrost counter will be cleared.",True
Def Min Interval,dii,dii,True,6,6,True,1,1,True,96,96,True,hour,hour,True,"Defrost minimum Interval/dii
Defines the minimum time period between the start of two defrost cycles.
Once the minimum interval has expired, the defrost cycle will start at
the following cut-out or once the maximum interval ""dAi"" has been
reached.","Defrost minimum Interval/dii
Defines the minimum time period between the start of two defrost cycles.
Once the minimum interval has expired, the defrost cycle will start at
the following cut-out or once the maximum interval ""dAi"" has been
reached.",True
Def Max Interval,dAi,dAi,True,7,7,True,1,1,True,96,96,True,hour,hour,True,"Maximum Interval
Defines the maximum time period between the start of two defrost cycles.","Maximum Interval
Defines the maximum time period between the start of two defrost cycles.",True
Def Min Time,dit,dit,True,5,5,True,0,0,True,240,240,True,min,min,True,"Minimum Time
Defines the minimum duration of a defrost cycle. During this period, the
controller will not check the temperature. Once the minimum time has
expired, the temperature will be checked and if the terminate temperature
""dtt"" has been reached, the defrost cycle will end. If dtt has not been
reached, defrost will continue until either dtt is reached or the
maximum time ""dAt"" reached, whichever occurs first.","Minimum Time
Defines the minimum duration of a defrost cycle. During this period, the
controller will not check the temperature. Once the minimum time has
expired, the temperature will be checked and if the terminate temperature
""dtt"" has been reached, the defrost cycle will end. If dtt has not been
reached, defrost will continue until either dtt is reached or the
maximum time ""dAt"" reached, whichever occurs first.",True
Def Max time,dAt,dAt,True,30,30,True,0,0,True,480,480,True,min,min,True,"Maximum Time
Defines the maximum duration of a defrost cycle.
The controller will not allow a maximum time to be entered which is
less than the minimum time, or a minimum time which is more than the
maximum time.","Maximum Time
Defines the maximum duration of a defrost cycle.
The controller will not allow a maximum time to be entered which is
less than the minimum time, or a minimum time which is more than the
maximum time.",True
Drip off time,dot,dot,True,0,0,True,0,0,True,60,60,True,min,min,True,"Drip OFF Time
This parameter can be set to between 0 and 60 minutes and defines how long the delay is between
the heater being switched OFF and the compressor starting again.","Drip OFF Time
This parameter can be set to between 0 and 60 minutes and defines how long the delay is between
the heater being switched OFF and the compressor starting again.",True
Fan delay after Defrost,Fdd,Fdd,True,0,0,True,0,0,True,600,600,True,sec,sec,True,"Fan Delay after Defrost
Defines how long the delay is between the start of the compressor after
defrost and the fan starting again.","Fan Delay after Defrost
Defines how long the delay is between the start of the compressor after
defrost and the fan starting again.",True
Fan start Temp,Ftd,Ftd,True,25,25.00,False,-25,-25.00,False,25,25.00,False,°C,°C,True,"Fan Start Temperature
This only applies if an evaporator temperature sensor is fitted.
This parameter determines at what evaporator temperature the fan will
start after a defrost cycle is complete.
If the time set in ""Fdd"" occurs before the temperature set in ""Ftd"", the fan
will start in line with ""Fdd"". If the temperature set in ""Ftd"" occurs first,
then the fan will start in line with ""Ftd"". It is therefore a case of whichever
parameter’s setting is reached first which determines when the fan starts.","Fan Start Temperature
This only applies if an evaporator temperature sensor is fitted.
This parameter determines at what evaporator temperature the fan will
start after a defrost cycle is complete.
If the time set in ""Fdd"" occurs before the temperature set in ""Ftd"", the fan
will start in line with ""Fdd"". If the temperature set in ""Ftd"" occurs first,
then the fan will start in line with ""Ftd"". It is therefore a case of whichever
parameter’s setting is reached first which determines when the fan starts.",True
Defrost Fan on ,dFA,dFA,True,No,No,True,0,,False,1,,False,,,True,"Defrost Fan On
Set to ""yES"", the fan will constantly run during defrost cycles.
Set to ""no"", the fan will not run during defrost cycles.","Defrost Fan On
Set to ""yES"", the fan will constantly run during defrost cycles.
Set to ""no"", the fan will not run during defrost cycles.",True
Defrost on compressor time,dCt,dCt,True,No,No,True,0,,False,1,,False,,,True,"Defrost ON Compressor Time
If this parameter is set to ""yES"", then defrost time is considered only when compressor is ON, so that defrost cycles are based on
the total time the compressor has been running. If this parameter is set to no, then defrost cycles are related to elapsed time,
regardless of how long and how often the compressor has been on.","Defrost ON Compressor Time
If this parameter is set to ""yES"", then defrost time is considered only when compressor is ON, so that defrost cycles are based on
the total time the compressor has been running. If this parameter is set to no, then defrost cycles are related to elapsed time,
regardless of how long and how often the compressor has been on.",True
Defrost by Comp. running time,doC,doC,True,0,0,True,0,0,True,24,24,True,hour,hour,True,"Defrost by Comp. running time
Continuous compressor running can cause defrost.
""0"" = deactived","Defrost by Comp. running time
Continuous compressor running can cause defrost.
""0"" = deactived",True
Defrost start evaporator temp.,dEt,dEt,True,-50,-50.00,False,-50,-50.00,False,0,0.00,False,°C,°C,True,"Defrost start evaporator temp
Defrost start trigger for adaptive defrost.","Defrost start evaporator temp
Defrost start trigger for adaptive defrost.",True
Defrost Delta T,ddt,ddt,True,5,5.00,False,0,0.00,False,30,30.00,False,K,K,True,"Defrost Ät
Defrost Ät compare with evaporator temperature of first cut out after
defrost to trigger defrost start.
The defrost start if evaporator temperature has decreased more the ""ddt""","Defrost Ät
Defrost Ät compare with evaporator temperature of first cut out after
defrost to trigger defrost start.
The defrost start if evaporator temperature has decreased more the ""ddt""",True
Initial Defrost Interval,idi,idi,True,3,3,True,0,0,True,96,96,True,hour,hour,True,"Initial Defrost Interval
The initial defrost interval determines the time for first defrost after
power-up. The initial defrost is mainly intended for factory testing of the
defrost functionality and can be set to expire after a number compressor
cycles according to the setting of parameter idd. During normal operation,
the defrost counter will be saved in memory and restored after power loss,
making the initial defrost unnecessary.","Initial Defrost Interval
The initial defrost interval determines the time for first defrost after
power-up. The initial defrost is mainly intended for factory testing of the
defrost functionality and can be set to expire after a number compressor
cycles according to the setting of parameter idd. During normal operation,
the defrost counter will be saved in memory and restored after power loss,
making the initial defrost unnecessary.",True
Initial Defrost Duration,idd,idd,True,100,100,True,0,0,True,999,999,True,cycle,cycle,True,"Initial Defrost Duration
The initial defrost duration is the number of compressor cycles before
the initial defrost is deactivated.
""0"": ""idi"" No initial defrost.
""1-998"": number of compressor cycles before deactivation.
""999"": initial defrost always active.","Initial Defrost Duration
The initial defrost duration is the number of compressor cycles before
the initial defrost is deactivated.
""0"": ""idi"" No initial defrost.
""1-998"": number of compressor cycles before deactivation.
""999"": initial defrost always active.",True
Voltage protection,uPt,uPt,True,No,No,True,0,,False,1,,False,,,True,"Voltage protection
""no"": no voltage protection.
""yES"": voltage protection activated based on voltage related settings.","Voltage protection
""no"": no voltage protection.
""yES"": voltage protection activated based on voltage related settings.",True
Minimum Cutin voltage,uLi,uLi,True,0,0,True,0,0,True,270,270,True,Vac,Vac,True,"""uLi"": when the compressor is due to start, the voltage of the power
supply will be checked and the compressor will only be allowed to
start if it is at least the value given in this parameter.","""uLi"": when the compressor is due to start, the voltage of the power
supply will be checked and the compressor will only be allowed to
start if it is at least the value given in this parameter.",True
Minimum cut-out voltage,uLo,uLo,True,0,0,True,0,0,True,270,270,True,Vac,Vac,True,"""uLo"": when the compressor is running, it will be switched
OFF if the voltage goes below that given in this
parameter.","""uLo"": when the compressor is running, it will be switched
OFF if the voltage goes below that given in this
parameter.",True
Maximum voltage,uHi,uHi,True,270,270,True,0,0,True,270,270,True,Vac,Vac,True,"""uHi"": when the compressor is running, it will be switched
OFF if the voltage exceeds that given in this parameter.
If the compressor is already stopped, it will remain
switched OFF","""uHi"": when the compressor is running, it will be switched
OFF if the voltage exceeds that given in this parameter.
If the compressor is already stopped, it will remain
switched OFF",True
Sensor Error Type,EHd,EHd,True,no.png,no,False,0,,False,1,,False,,,True,"Sensor Error Type
""no"": no sensor error handling.
""SEt"": in case of control sensor error, follow error run/stop time.
""Aut"": automatical sensor error handling.","Sensor Error Type
""no"": no sensor error handling.
""SEt"": in case of control sensor error, follow error run/stop time.
""Aut"": automatical sensor error handling.",True
Error run time,Ert,Ert,True,0,0,True,0,0,True,60,60,True,min,min,True,"Error Run Time
The parameter only become active in the unlikely event of a broken
temperature sensor. It is used to run the application in safety mode.
At the same time the sensor error will be shown in the display.
""Ert"" define the duration the compressor will run.
Example: ""Ert=4"" [min] and ""ESt=16"" [min] will provide an average cooling
system activity of 20%. Ert and ""ESt"" values are based on OEM experience
and are by default inactive.","Error Run Time
The parameter only become active in the unlikely event of a broken
temperature sensor. It is used to run the application in safety mode.
At the same time the sensor error will be shown in the display.
""Ert"" define the duration the compressor will run.
Example: ""Ert=4"" [min] and ""ESt=16"" [min] will provide an average cooling
system activity of 20%. Ert and ""ESt"" values are based on OEM experience
and are by default inactive.",True
Error stop time,ESt,ESt,True,1,1,True,0,0,True,60,60,True,min,min,True,"Error Stop Time
The parameter only become active in the unlikely event of a broken
temperature sensor. It is used to run the application in safety mode.
At the same time the sensor error will be shown in the display.
""ESt"" define the duration the compressor will be ""idle"".","Error Stop Time
The parameter only become active in the unlikely event of a broken
temperature sensor. It is used to run the application in safety mode.
At the same time the sensor error will be shown in the display.
""ESt"" define the duration the compressor will be ""idle"".",True
Min Stop time,CSt,CSt,True,2,2,True,0,0,True,30,30,True,min,min,True,"Minimum Stop Time
It determines the minimum number of minutes the compressor must
remain idle before a Temperature cut-in can take effect. For example,
if the temperature sensor indicates that the cut-in temperature has been
reached, but the number of minutes set in this parameter have not elapsed
since the compressor last stopped, then the compressor will stay OFF.
It will only start once the duration given by ""CSt"" has been reached
provided the temperature is still high enough. ""CSt"" thus overrides the cut-in.
""","Minimum Stop Time
It determines the minimum number of minutes the compressor must
remain idle before a Temperature cut-in can take effect. For example,
if the temperature sensor indicates that the cut-in temperature has been
reached, but the number of minutes set in this parameter have not elapsed
since the compressor last stopped, then the compressor will stay OFF.
It will only start once the duration given by ""CSt"" has been reached
provided the temperature is still high enough. ""CSt"" thus overrides the cut-in.
""",True
Min run time,Crt,Crt,True,0,0,True,0,0,True,30,30,True,min,min,True,"Minimum Run Time
It determines the minimum number of minutes the compressor must run
before a Temperature cut-out can take effect. For example, if the
temperature sensor indicated that the cut-out temperature has been
reached, but the number of minutes set in this parameter have not
elapsed since the compressor last started, then the compressor will
continue. It will only stop once the duration given by ""Crt"" has been
reached – provided the temperature is still low enough.
""Crt"" thus overrides the cut-out.","Minimum Run Time
It determines the minimum number of minutes the compressor must run
before a Temperature cut-out can take effect. For example, if the
temperature sensor indicated that the cut-out temperature has been
reached, but the number of minutes set in this parameter have not
elapsed since the compressor last started, then the compressor will
continue. It will only stop once the duration given by ""Crt"" has been
reached – provided the temperature is still low enough.
""Crt"" thus overrides the cut-out.",True
Max Off time,Cot,Cot,True,0,0,True,0,0,True,480,480,True,min,min,True,"Maximum OFF Time
This is the maximum time in minutes the compressor is allowed to
""idle"" – up to 480 minutes. Cot is set to zero by default (inactive).
If the controller is used on a draft beer (ice bank) application, this
parameter can be used to control the ice thickness.","Maximum OFF Time
This is the maximum time in minutes the compressor is allowed to
""idle"" – up to 480 minutes. Cot is set to zero by default (inactive).
If the controller is used on a draft beer (ice bank) application, this
parameter can be used to control the ice thickness.",True
Compressor door open delay,Cdd,Cdd,True,0,0,True,0,0,True,15,15,True,min,min,True,"Compressor Door Open Delay/Cdd
This parameter sets the delay in minutes before the compressor stops
when the door is opened. If set to zero, the function is disabled.","Compressor Door Open Delay/Cdd
This parameter sets the delay in minutes before the compressor stops
when the door is opened. If set to zero, the function is disabled.",True
System resume after door open,Srt,Srt,True,0,0,True,0,0,True,60,60,True,min,min,True,"System resume after door open
Fan and Compressor resume after cut out by door open.","System resume after door open
Fan and Compressor resume after cut out by door open.",True
Power On Delay,Pod,Pod,True,300,300,True,0,0,True,300,300,True,Sec,Sec,True,"Power ON Delay
This is the delay in seconds between power-on and the compressor being
activated.
Depends on the power ON temperature setting as explained below.","Power ON Delay
This is the delay in seconds between power-on and the compressor being
activated.
Depends on the power ON temperature setting as explained below.",True
Power-on temperature,Pot,Pot,True,-100,-100.00,False,-100,-100.00,False,200,200.00,False,°C,°C,True,"Power ON Temperature
This parameter is used to accelerate the first application test on the
OEM assembly line; if the cabinet temperature is higher than this
parameter the power ON Delay is overruled and the outputs are activated
without delay.","Power ON Temperature
This parameter is used to accelerate the first application test on the
OEM assembly line; if the cabinet temperature is higher than this
parameter the power ON Delay is overruled and the outputs are activated
without delay.",True
Condenser Alarm Limit,CAL,CAL,True,80,80.00,False,0,0.00,False,200,200.00,False,°C,°C,True,"Condenser Alarm Limit/CAL
This parameter sets the temperature for the condenser at which an alarm
will be generated.Note: Use only whole number.","Condenser Alarm Limit/CAL
This parameter sets the temperature for the condenser at which an alarm
will be generated.Note: Use only whole number.",True
Condenser Block Limit,CbL,CbL,True,85,85.00,False,0,0.00,False,200,200.00,False,°C,°C,True,"Condenser Block Limit/CbL
This parameter sets the temperature which if reached will cause the
compressor to switch OFF.Note: Use only whole number.","Condenser Block Limit/CbL
This parameter sets the temperature which if reached will cause the
compressor to switch OFF.Note: Use only whole number.",True
Condenser OK limit,CoL,CoL,True,60,60.00,False,0,0.00,False,200,200.00,False,°C,°C,True,"Condenser OK Limit/CoL
This parameter sets the temperature at which the compressor is
allowed to start again after the temperature set in ""CbL"" above has been
exceeded and the compressor stopped.Note: Use only whole number.","Condenser OK Limit/CoL
This parameter sets the temperature at which the compressor is
allowed to start again after the temperature set in ""CbL"" above has been
exceeded and the compressor stopped.Note: Use only whole number.",True
Condenser Low Temp. Limit,CLL,CLL,True,-5,-5.00,False,-100,-100.00,False,20,20.00,False,°C,°C,True,"Condenser Low Limit/CLL
This parameter sets the lowest (condenser) temperature at which the
compressor is allowed to start.Note: Use only whole number.","Condenser Low Limit/CLL
This parameter sets the lowest (condenser) temperature at which the
compressor is allowed to start.Note: Use only whole number.",True
Display intensity auto control,diC,diC,True,No,No,True,0,,False,1,,False,,,True,"Display intensity auto control
""no"": display intensity use fixed value.","Display intensity auto control
""no"": display intensity use fixed value.",True
Display Intensity,din,din,True,10,10,True,2,2,True,10,10,True,,,True,"Display Intensity
The controller can have its display intensity (brightness) set in one of
two ways:
A) With a Danfoss ambient light sensor attached, the brightness of the
display is adjusted automatically according to the ambient light level
(see the assignments section).
B) When no ambient light sensor is attached, the display intensity can
be set to a fixed intensity.
Both options are on a scale of 1 to 10, where 10 is the brightest.","Display Intensity
The controller can have its display intensity (brightness) set in one of
two ways:
A) With a Danfoss ambient light sensor attached, the brightness of the
display is adjusted automatically according to the ambient light level
(see the assignments section).
B) When no ambient light sensor is attached, the display intensity can
be set to a fixed intensity.
Both options are on a scale of 1 to 10, where 10 is the brightest.",True
Display Unit,CFu,CFu,True,C.png,C,False,0,,False,1,,False,,,True,"Display Unit
This parameter sets the display to Fahrenheit or Celsius. Switching from
one to the other will cause all temperature settings to be automatically
updated accordingly.","Display Unit
This parameter sets the display to Fahrenheit or Celsius. Switching from
one to the other will cause all temperature settings to be automatically
updated accordingly.",True
Temp sensor to display,trS,trS,True,Sco.png,Sco,False,0,,False,3,,False,,,True,"Temp sensor to display
""SCo"": temperature control.
""EuA"": evaporator temperture.
""Con"": condenser temperature (condenser cleaning).
""AuS"": only for showing on display.","Temp sensor to display
""SCo"": temperature control.
""EuA"": evaporator temperture.
""Con"": condenser temperature (condenser cleaning).
""AuS"": only for showing on display.",True
Display Resolution,rES,rES,True,0.1.png ,0.1,False,0,,False,2,,False,,,True,"Display Resolution
This parameter can be set to 0.1, 0.5 or 1 and affects the way the
temperature is displayed. With the parameter set to 1, the display will
only ever show temperatures rounded to the nearest whole degree.
At 0.5, it will round the temperature to the nearest half degree for display.
For example, 3.3 degrees will be shown in the display as 3.5 degrees
and 3.9 as 4.0. With the parameter set to 0.1, no rounding occurs.
This parameter does not affect the temperature itself, merely the display.","Display Resolution
This parameter can be set to 0.1, 0.5 or 1 and affects the way the
temperature is displayed. With the parameter set to 1, the display will
only ever show temperatures rounded to the nearest whole degree.
At 0.5, it will round the temperature to the nearest half degree for display.
For example, 3.3 degrees will be shown in the display as 3.5 degrees
and 3.9 as 4.0. With the parameter set to 0.1, no rounding occurs.
This parameter does not affect the temperature itself, merely the display.",True
Display Range Limit,rLt,rLt,True,No,No,True,0,,False,1,,False,,,True,"Display Range Limit
In some point of sales applications you may want to show the desired
instead of the real temperature. This parameter sets whether the
displayed temperature is the actual temperature or whether it is restricted
to the cut-in / cut-out limits. Set to ""nO"" means that the actual temperature
will de displayed. The parameter is set to ""nO"" by default.","Display Range Limit
In some point of sales applications you may want to show the desired
instead of the real temperature. This parameter sets whether the
displayed temperature is the actual temperature or whether it is restricted
to the cut-in / cut-out limits. Set to ""nO"" means that the actual temperature
will de displayed. The parameter is set to ""nO"" by default.",True
